Movie Name,Release Year,Rank,Director Name,Genres
Early Bloomer,2003,5.0,Kevin (II) Johnson,"Animation, Comedy, Family, Short"
Early Frost,1982,6.4,David Hannay,Thriller
"Early Worm Gets the Bird, The",1940,6.8,Tex Avery,"Animation, Comedy, Family, Short"
Early to Bed,1928,7.0,Emmett J. Flynn,"Comedy, Short"
Early to Bed,1941,7.3,Jack (I) King,"Animation, Comedy, Family, Short"
Early to Bet,1951,6.2,Robert McKimson,"Animation, Comedy, Family, Short"
Earth,1998,7.4,Deepa Mehta,Drama
"Earth Dies Screaming, The",1965,5.5,Terence Fisher,"Horror, Sci-Fi"
Earth Girls Are Easy,1988,5.0,Julien Temple,"Comedy, Musical, Sci-Fi"
Earth on Fire,1997,1.3,Padgett Arango,Drama
Earth vs the Spider,1958,3.4,Bert I. Gordon,"Horror, Sci-Fi"
Earth vs. the Flying Saucers,1956,6.1,Fred F. Sears,Sci-Fi
Earthbound,1940,5.1,Irving Pichel,"Fantasy, Mystery"
Earthbound,1981,3.7,James L. (I) Conway,"Comedy, Family, Sci-Fi"
"Earthling, The",1980,5.7,Peter Collinson,"Adventure, Drama"
Earthlings,2003,5.1,Shaun (IV) Monson,Documentary
Earthquake,1974,5.2,Mark (I) Robson,"Action, Drama, Thriller"
Earthquake,2002,6.1,James (I) Brett,"Comedy, Short"
Earthworm Tractors,1936,6.2,Ray Enright,Comedy
Easier Said,1999,3.7,H. Todd von Mende,"Comedy, Drama, Romance"
"Easiest Way, The",1931,6.3,Jack Conway,Drama
East Is East,1999,7.0,Damien (I) O'Donnell,"Comedy, Drama"
East Lynne,1931,7.4,Frank (I) Lloyd,Drama
East Meets West,1936,5.2,Herbert Mason,"Drama, Romance"
East Side Kids,1940,6.0,Robert F. Hill,Drama
East Side Story,1988,7.3,Frank Di Sardo,"Comedy, Musical"
East Side Story,1997,7.2,Dana Ranga,"Documentary, Music"
East Side of Heaven,1939,6.3,David (I) Butler,"Comedy, Musical"
"East Side, West Side",1927,8.4,Allan Dwan,Drama
"East Side, West Side",1949,6.1,Mervyn LeRoy,Drama
East of A,2000,5.7,Amy (I) Goldstein,Comedy
East of Borneo,1931,5.5,George Melford,Adventure
East of Eden,1955,7.7,Elia Kazan,Drama
East of Elephant Rock,1977,2.7,Don (I) Boyd,Drama
East of Euclid,2004,8.3,Jeff Solylo,Comedy
East of Hope Street,1998,5.6,Nate (I) Thomas,Drama
East of Sudan,1964,4.7,Nathan Juran,Adventure
East of Sumatra,1953,4.9,Budd Boetticher,Adventure
East of West,2000,7.7,Ryan (I) Engle,"Drama, Fantasy, Short"
East of the River,1940,6.4,Alfred E. Green,Drama
Easter,2002,7.0,Richard Caliban,"Comedy, Drama"
Easter Parade,1948,7.3,Charles Walters,"Musical, Romance"
Easter Yeggs,1947,7.1,Robert McKimson,"Animation, Comedy, Family, Short"
"Eastern Westerner, An",1920,7.1,Hal Roach,"Comedy, Family, Short, Western"
Eastside,1999,4.8,Lorena (I) David,"Crime, Drama"
Easy,2003,2.9,Jane Weinstock,"Comedy, Drama, Romance"
Easy Day,1997,3.4,Hans (I) Horn,Short
Easy Does It,1946,4.5,Hugh Harman,"Animation, Short"
Easy Life,1944,5.5,Walter (I) Hart,"Crime, Drama, Short"
Easy Listening,2002,6.7,Pamela Corkey,"Comedy, Drama, Romance"
Easy Living,1937,7.5,Mitchell Leisen,"Comedy, Romance"
Easy Living,1949,5.9,Jacques Tourneur,Drama
Easy Money,1948,6.6,Bernard Knowles,"Comedy, Crime, Drama"
Easy Money,1983,5.7,James Signorelli,Comedy
Easy Peckin's,1953,6.5,Robert McKimson,"Animation, Comedy, Family, Short"
Easy Rider,1969,7.2,Dennis Hopper,"Action, Adventure, Crime, Drama"
"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",2003,7.1,Kenneth Bowser,Documentary
Easy Street,1917,8.0,Charles Chaplin,"Comedy, Short"
Easy Virtue,1928,5.7,Alfred (I) Hitchcock,Drama
Easy Wheels,1989,3.4,David O'Malley,"Action, Comedy"
Easy to Love,1934,6.1,William Keighley,Comedy
Easy to Love,1953,5.6,Charles Walters,"Comedy, Musical, Romance"
Easy to Wed,1946,5.9,Buster Keaton,"Comedy, Romance"
Easy to Wed,1946,5.9,Edward Buzzell,"Comedy, Romance"
Easy to Wed,1946,5.9,Edward Sedgwick,"Comedy, Romance"
Eat,2001,6.5,Bill Plympton,"Animation, Comedy, Short"
Eat Me!,2000,4.6,Joe Talbott,Comedy
Eat My Dust!,1976,4.1,Charles B. Griffith,Comedy
Eat This New York,2004,6.1,Andrew Rossi,Documentary
Eat This New York,2004,6.1,Kate Novack,Documentary
Eat Your Heart Out,1997,5.7,Felix O. Adlon,Drama
Eat a Bowl of Tea,1989,6.2,Wayne Wang,Romance
Eat and Run,1986,3.0,Christopher (II) Hart,"Comedy, Sci-Fi"
Eat the Document,1972,7.2,Bob Dylan,"Documentary, Music"
Eat the Peach,1986,4.7,Peter Ormrod,Comedy
Eat the Rich,1987,5.0,Peter (I) Richardson,"Action, Comedy, Crime"
Eaten Alive,1977,4.7,Tobe Hooper,Horror
Eatin' on the Cuff or The Moth Who Came to Dinner,1942,8.4,Robert Clampett,"Animation, Comedy, Family, Musical, Short"
Eating,1990,6.4,Henry Jaglom,Drama
Eating Air,1999,5.5,Jasmine Ng Kin Kia,"Action, Romance"
Eating Air,1999,5.5,Kelvin Tong Weng Kia,"Action, Romance"
Eating Out,1993,5.5,Pål Sletaune,"Drama, Short"
Eating Out,2004,7.6,Q. Allan Brocka,Comedy
Eating Raoul,1982,6.4,Paul Bartel,Comedy
Eau,1997,6.4,Dominique Standaert,Short
"Eau  la bouche, L'",1960,6.2,Jacques Doniol-Valcroze,"Comedy, Romance"
"Eau chaude, l'eau frette, L'",1976,7.0,André Forcier,Drama
Eau de la vie,1993,9.1,Simon Baré,"Drama, Short"
"Eau froide, L'",1994,7.0,Olivier Assayas,Drama
Eaux d'artifice,1953,6.4,Kenneth Anger,Short
Eaux profondes,1981,5.8,Michel Deville,"Crime, Drama"
Eban and Charley,2000,4.0,James Bolton,Drama
Ebb Tide,1937,6.9,James P. (I) Hogan,Adventure
Ebba the Movie,1982,6.4,Johan Donner,Documentary
Ebberd Bank,1943,6.6,Osvald Helmuth,Comedy
Ebberds bank,1935,4.0,Sigurd Wallén,Comedy
Ebbtide,1994,3.6,Craig Lahiff,Thriller
Ebene 9,2000,5.6,Maren Ade,Short
Ecce Bombo,1978,7.6,Nanni Moretti,Comedy
Ecce Homo Homolka,1969,8.2,Jaroslav Papousek,Comedy
Eccezzziunale... veramente,1982,5.8,Carlo Vanzina,Comedy
Ecco fatto,1998,7.3,Gabriele Muccino,Comedy
Ecco noi per esempio,1977,4.7,Sergio Corbucci,Comedy
Echizen take-ningyo,1963,6.5,Kozaburo Yoshimura,"Drama, Romance"
Echo,1999,5.9,Frédéric Roullier-Gall,Short
Echo,2001,8.6,Pema Dhondup,"Drama, Short"
"Echo Murders, The",1945,3.2,John Harlow,Thriller
Echo Park,1986,5.4,Robert Dornhelm,"Comedy, Drama"
Echo of Diana,1963,4.2,Ernest Morris,Drama
Echoes,1983,4.6,Arthur Allan Seidelman,Drama
Echoes of Paradise,1987,4.6,Phillip Noyce,Drama
Echoes of a Summer,1976,5.5,Don (I) Taylor,Drama
Echos aus einem dstern Reich,1990,6.7,Werner Herzog,Documentary
Echos of Enlightenment,2001,5.6,Dan (I) Coplan,"Drama, Mystery"
Echte Kerle,1996,7.2,Rolf Silber,"Comedy, Romance"
"Echter Hausfrauenfreund, Ein",1975,4.7,Kurt Nachmann,Comedy
Eclipse,1995,5.5,Jeremy Podeswa,Drama
Eclipse,2002,7.1,Herbert Brödl,Drama
"Eclisse, L'",1962,7.4,Michelangelo Antonioni,Drama
Ecstasy,1999,3.5,Mark Wihak,Short
Ed,1996,2.8,Bill Couturié,"Comedy, Family"
Ed,1999,5.7,Jan Dowjat,"Documentary, Short"
Ed Wood,1994,8.0,Tim (I) Burton,"Comedy, Drama"
Ed and His Dead Mother,1993,5.0,Jonathan Wacks,"Comedy, Horror"
Ed's Next Move,1996,5.9,John (IV) Walsh,"Comedy, Romance"
"Edad del sol, La",1999,2.2,Ariel Piluso,"Comedy, Musical, Romance"
"Edades de Lul, Las",1990,6.1,J.J. Bigas Luna,Drama
Eddie,1996,5.0,Steve Rash,Comedy
"Eddie Cantor Story, The",1953,5.1,Alfred E. Green,"Drama, Music"
Eddie Duchin & His Orchestra,1933,5.0,Joseph Henabery,"Music, Short"
Eddie Macon's Run,1983,5.3,Jeff Kanew,"Action, Crime, Drama, Thriller"
Eddie Murphy Raw,1987,6.6,Robert (I) Townsend,Comedy
Eddie Presley,1993,2.7,Jeff Burr,"Comedy, Drama"
Eddie and the Cruisers,1983,6.3,Martin (I) Davidson,"Drama, Music, Mystery"
Eddie and the Cruisers II: Eddie Lives!,1989,4.4,Jean-Claude Lord,"Drama, Music"
"Eddy Duchin Story, The",1956,6.1,George (II) Sidney,"Drama, Music"
Eden,1996,5.7,Howard (I) Goldberg,Drama
Eden,2001,3.8,Amos Gitai,"Drama, Romance"
Eden,2002,3.9,Andrzej Czeczot,"Animation, Comedy"
"Eden Myth, The",1999,7.0,Mark Edlitz,"Drama, Thriller"
Eden Valley,1994,8.6,Soman Ambatt,Drama
Eden's Curve,2003,5.1,Anne Misawa,"Drama, Romance"
Edgar Allan Poe,1909,3.5,D.W. Griffith,Short
Edge (1997/II),1997,4.3,Brian Harty,"Action, Drama, Thriller"
Edge City (1998/I),1998,4.9,Eugene (II) Martin,Drama
Edge Running,2001,8.8,Ryan R. Williams,"Drama, Short"
Edge of Darkness,1943,7.2,Lewis Milestone,"Drama, War"
Edge of Doom,1950,6.0,Mark (I) Robson,Film-Noir
Edge of Eternity,1959,5.8,Don (I) Siegel,"Action, Drama"
Edge of Honor,1991,5.2,Michael (I) Spence,"Adventure, Drama, Thriller"
Edge of Madness,2002,6.8,Anne Wheeler,Drama
Edge of Seventeen,1998,7.0,David Moreton,"Comedy, Drama, Romance"
Edge of the City,1957,6.8,Martin (I) Ritt,"Drama, Film-Noir"
"Edge of the World, The",1937,7.2,Michael (I) Powell,Drama
"Edge, The",1997,6.6,Lee Tamahori,"Action, Adventure, Drama, Thriller"
Edgeplay,2004,6.4,Victory Tischler-Blue,"Documentary, Drama, Music"
Edges of the Lord,2001,7.0,Yurek Bogayevicz,"Crime, Drama, War"
Edi,2002,8.1,Piotr Trzaskalski,Drama
Edie & Pen,1997,5.1,Matthew Irmas,Comedy
Edifcio Master,2002,9.1,Eduardo Coutinho,Documentary
Edipo alcalde,1996,7.3,Jorge Alí Triana,Drama
Edipo re (1967/I),1967,7.0,Pier Paolo Pasolini,Drama
Edison Kinetoscopic Record of a Sneeze,1894,6.8,William K.L. Dickson,"Documentary, Short"
"Edison, the Man",1940,7.2,Clarence (I) Brown,Drama
Ediths Tagebuch,1984,7.7,Hans W. Geissendörfer,Drama
Editing Is Everything,1999,3.0,Michael Samonek,"Comedy, Short"
Edogawa Rampo ryoki-kan: Yaneura no sanpo sha,1976,5.4,Noboru Tanaka,"Horror, Mystery"
Edogawa ranpo taizen: Kyofu kikei ningen,1969,8.3,Teruo Ishii,"Horror, Mystery"
Edouard est marrant,2002,5.4,Riton Liebman,Short
Edsville,1990,9.2,Alan Marr,"Comedy, Short"
Edtv,1999,6.2,Ron Howard,Comedy
Educated Fish,1937,5.1,Dave Fleischer,"Animation, Short"
Educating Peter,1992,6.6,Gerardine Wurzburg,"Documentary, Short"
Educating Rita,1983,6.9,Lewis (II) Gilbert,"Comedy, Drama"
Education for Death,1943,7.9,Clyde Geronimi,"Animation, Drama, Short, Thriller, War"
"Education of Gore Vidal, The",2003,6.2,Deborah Dickson,Documentary
"Education of Little Tree, The",1997,6.6,Richard Friedenberg,Drama
Edward II,1991,7.1,Derek Jarman,Drama
Edward Scissorhands,1990,7.6,Tim (I) Burton,"Drama, Fantasy, Romance"
"Edward, My Son",1949,6.4,George Cukor,Drama
Edwurd Fudwupper Fibbed Big,2000,8.2,Berkeley Breathed,"Animation, Comedy, Short"
Eegah,1962,1.7,Arch Hall Sr.,Horror
Eena Meena Deeka,1994,6.4,David Dhawan,"Action, Comedy, Crime"
"Eenmaal geslagen, nooit meer bewogen",1995,6.1,Gerrard Verhage,Drama
Eeshwar,1989,8.4,K. Vishwanath,"Drama, Family, Musical, Romance"
Eeshwar,1989,8.4,Rajesh Malik,"Drama, Family, Musical, Romance"
"Efecto Iguaz, El",2002,7.4,Pere Joan Ventura,Documentary
"Efecto mariposa, El",1995,7.0,Fernando Colomo,"Comedy, Romance"
"Efeito Ilha, O",1994,8.2,Luís Alberto Pereira,Comedy
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",1972,6.8,Paul (I) Newman,Drama
"Effects of Magic, The",1998,3.8,Charlie Martinez,"Adventure, Family"
"Effects of Magic, The",1998,3.8,Chuck (I) Martinez,"Adventure, Family"
Effi Briest,1974,6.9,Rainer Werner Fassbinder,Drama
"Effronte, L'",1985,6.9,Claude Miller,"Comedy, Drama, Family, Romance"
Effroyables jardins,2003,6.6,Jean Becker,Drama
Efimeri poli,2000,6.4,Giorgos Zafiris,Drama
Eftyhos trelathika,1961,6.0,Kostas Andritsos,Comedy
Egen ingng,1956,5.6,Hasse Ekman,Drama
"Egg Collector, The",1940,5.1,Chuck (I) Jones,"Animation, Comedy, Family, Short"
"Egg Scramble, An",1950,7.1,Robert McKimson,"Animation, Comedy, Family, Short"
"Egg and I, The",1947,6.8,Chester Erskine,"Comedy, Romance"
"Egg and Jerry, The",1956,6.1,Joseph Barbera,"Animation, Comedy, Family, Short"
"Egg and Jerry, The",1956,6.1,William (I) Hanna,"Animation, Comedy, Family, Short"
Egged On,1926,9.4,Charles R. Bowers,Comedy
Egged On,1926,9.4,Harold L. Muller,Comedy
Egged On,1926,9.4,Ted Sears,Comedy
Egghead Rides Again,1937,6.5,Tex Avery,"Animation, Comedy, Family, Short, Western"
Eggs,1995,7.2,Bent Hamer,"Comedy, Drama"
Egoisci,2000,5.4,Mariusz Trelinski,Drama
Egon Schiele - Exzesse,1981,6.0,Herbert Vesely,Drama
Egri csillagok I,1968,7.3,Zoltán Várkonyi,Romance
Egri csillagok II,1968,7.7,Zoltán Várkonyi,"Romance, War"
Egszsges erotika,1985,9.5,Péter Tímár,Comedy
Egy bolond szzat csinl,1942,4.7,Emil Mártonffy,Comedy
"Egy szoknya, egy nadrg",1943,8.3,Dezsö Ákos Hamza,Comedy
Egymsra nzve,1982,6.3,János Xantus,Drama
Egymsra nzve,1982,6.3,Károly Makk,Drama
Egyptian Melodies,1931,7.1,Wilfred Jackson,"Animation, Family, Musical, Short"
"Egyptian Mummy, The",1914,5.3,Lee Beggs,"Comedy, Short"
"Egyptian, The",1954,5.5,Michael Curtiz,Drama
Ehad Mishelanu,1989,7.3,Uri Barbash,Drama
"Ehe der Maria Braun, Die",1979,7.5,Rainer Werner Fassbinder,Drama
Ehe im Schatten,1947,6.9,Kurt Maetzig,Drama
"Ehi amico... c' Sabata, hai chiuso!",1970,6.5,Gianfranco Parolini,Western
"Ei ist eine geschissene Gottesgabe, Das",1993,8.6,Dagmar Wagner,Documentary
"Ei se mitn, sanoi Eemeli",1962,5.6,Åke Lindman,Comedy
"Ei, Das",1993,8.4,Hans Georg Andres,Short
Eierdiebe,2003,8.7,Robert Schwentke,"Comedy, Drama, Romance"
Eiffel I'm in Love,2003,4.9,Nasri Cheppy,Drama
"Eiger Sanction, The",1975,6.1,Clint Eastwood,"Action, Thriller"
Eight,1998,7.1,Stephen Daldry,Short
Eight,2001,8.0,Sarah Bassine,Short
Eight Crazy Nights,2002,4.4,Seth Kearsley,"Animation, Comedy, Musical"
Eight Days a Week,1997,5.9,Michael (II) Davis,Comedy
Eight Hundred Leagues Down the Amazon,1993,3.8,Luis Llosa,"Action, Adventure"
Eight Iron Men,1952,6.1,Edward Dmytryk,"Drama, War"
Eight Lanes in Hamilton,2001,6.0,Aslam Amlani,Drama
Eight Legged Freaks,2002,5.5,Ellory Elkayem,"Action, Comedy, Horror, Sci-Fi"
Eight Men Out,1988,7.3,John Sayles,Drama
Eight O'Clock Walk,1952,6.3,Lance Comfort,Drama
Eight on the Lam,1967,4.3,George (I) Marshall,Comedy
"Eighteen Jade Arhats, The",1979,5.6,Cheung Chieh,Action
Eighteen and Anxious,1957,3.2,Joe (I) Parker,Drama
"Eighteenth Angel, The",1998,4.6,William Bindley,"Action, Adventure, Horror, Mystery, Thriller"
"Eighth Plane, The",1998,8.2,D.C. Douglas,"Drama, Short, Thriller"
"Eighth Plane, The",1998,8.2,Reagan Bailey Wilks,"Drama, Short, Thriller"
Eijanaika,1981,7.0,Shohei Imamura,Drama
Ein Shemot Al Hadlatot,1997,6.0,Nadav Levitan,Drama
Einai enas trelos... trelos... trelos Vengos,1965,5.3,Panos Glykofrydis,Comedy
Einayim G'dolot,1974,6.6,Uri Zohar,Comedy
"Eine - der Andere, Der",1967,5.3,Wolfgang (I) Petersen,Short
Eine hbscher als die andere,1961,3.3,Axel von Ambesser,Comedy
Eine murul,1987,8.5,Priit Pärn,"Animation, Short"
Einer meiner ltesten Freunde,1994,7.2,Rainer Kaufmann,Comedy
Einer spinnt immer,1971,2.5,Franz Antel,Comedy
Einer trage des anderen Last,1988,8.7,Lothar Warneke,Drama
Einer von uns beiden,1973,7.4,Wolfgang (I) Petersen,Thriller
Einfach nur Liebe,1994,7.7,Peter Timm,Drama
Einkalf,1996,5.1,Þráinn Bertelsson,Comedy
Einmal der liebe Herrgott sein,1942,6.7,Hans H. Zerlett,Comedy
"Einsamkeit der Krokodile, Die",2000,8.2,Jobst Oetzmann,"Comedy, Drama"
"Einsteiger, Die",1985,4.2,Siggi Götz,Comedy
"Einstein des Sex, Der",1999,7.6,Rosa von Praunheim,Drama
Einstein on the Beach: The Changing Image of Opera,1986,6.9,Mark Obenhaus,"Documentary, Music"
Einstein's Playground,2002,5.0,Matthew Heckerling,Short
"Eisbr, Der",1998,6.7,Granz Henman,"Action, Thriller"
"Eisbr, Der",1998,6.7,Til Schweiger,"Action, Thriller"
Eisenstein,2000,5.9,Renny Bartlett,Drama
"Eiserne Gustav, Der",1958,5.7,George Hurdalek,"Comedy, Drama"
Eitoman - Subete no sabishii yoru no tame ni,1992,4.3,Yasuhiro Horiuchi,Action
Ejareh-Nesheenha,1990,7.7,Dariush Mehrjui,Comedy
Ek Aur Ek Gyarah,2003,4.4,David Dhawan,"Action, Comedy"
Ek Din 24 Ghante,2003,4.0,Anant Balani,Thriller
Ek Duuje Ke Liye,1981,8.6,K. Balachander,"Musical, Romance"
Ek Hasina Thi,2004,6.5,Sriram Raghavan,"Drama, Romance, Thriller"
Ek Nazar,1972,6.8,B.R. Ishara,Romance
Ek Rishtaa: The Bond of Love,2001,5.2,Suneel Darshan,"Drama, Musical"
"Ekdromi, I",1966,9.8,Takis Kanellopoulos,"Drama, Romance, War"
Ekeinos ki ekeini,1967,8.5,Erricos Andreou,Drama
Ekipazh,1980,6.4,Aleksandr Mitta,"Action, Drama"
Eko eko azaraku,1995,4.8,Shimako Sato,Horror
Eko eko azaraku II,1996,5.4,Shimako Sato,Horror
Eko eko azaraku III,1998,5.1,Katsuhito Ueno,Horror
El,1953,8.3,Luis Buñuel,Drama
El 'Che' Guevara,1968,5.0,Paolo Heusch,Drama
El Alamein,2002,7.3,Enzo Monteleone,"Drama, War"
El Cid,1961,7.1,Anthony (I) Mann,"Adventure, Drama, Romance, War"
El Dorado,1966,7.5,Howard Hawks,"Action, Adventure, Western"
El Gaucho Goofy,1943,5.4,Jack Kinney,"Animation, Family, Short"
El Greco,1966,6.1,Luciano Salce,Drama
El Matador,2003,7.7,Joey Medina,Comedy
El Norte,1983,7.5,Gregory Nava,Drama
El Paso,1949,5.4,Lewis R. Foster,Western
"El Paso Kid, The",1946,4.1,Thomas (I) Carr,Western
El Salvador: Another Vietnam,1981,6.0,Glenn Silber,Documentary
El Salvador: Another Vietnam,1981,6.0,Teté Vasconcellos,Documentary
Ela na agapithoume darling,1984,5.5,Yannis Dalianidis,Comedy
Elaka Rune & Sune 4 - Domedagen,2003,3.8,Johannes Runeborg,Comedy
Elaka Rune & Sune 4 - Domedagen,2003,3.8,Sven-Erik Olsson,Comedy
"Elastic Affair, An",1930,7.5,Alfred (I) Hitchcock,"Comedy, Short"
Eldorado,1921,7.3,Marcel L'Herbier,Drama
Eldorado (1995/I),1995,7.0,Charles Binamé,Drama
Eldord (1988/II),1988,8.9,Géza Bereményi,Drama
Eldra,2002,6.3,Timothy Lyn,Drama
"Ele, o Boto",1987,6.9,Walter Lima Jr.,Drama
"Eleanor Roosevelt Story, The",1965,7.6,Richard Kaplan,Documentary
Election,1999,7.4,Alexander Payne,Comedy
Electra,1996,3.0,Julian (II) Grant,Sci-Fi
Electra Glide in Blue,1973,6.6,James William Guercio,"Action, Crime"
Electric Boogie,1983,5.5,Freke Vuijst,"Documentary, Music, Short"
"Electric Chair, The",1972,3.1,J.G. Patterson Jr.,"Crime, Drama"
Electric Dragon 80.000 V,2001,6.7,Sogo Ishii,Action
Electric Dreams,1984,5.7,Steve Barron,"Romance, Sci-Fi"
Electric Earthquake,1942,7.2,Dave Fleischer,"Animation, Short"
"Electric Horseman, The",1979,5.8,Sydney Pollack,"Comedy, Western"
"Electric House, The",1922,7.5,Buster Keaton,"Comedy, Short"
"Electric House, The",1922,7.5,Edward F. Cline,"Comedy, Short"
Electricity,1997,7.8,Imogen Murphy,Short
"Elefant vergit nie, Der",1995,7.4,Detlev Buck,Short
"Elefante y la bicicleta, El",1994,6.2,Juan Carlos Tabío,"Comedy, Drama"
Elefantenherz,2002,8.5,Züli Aladag,Drama
"Elegante, El",2003,8.3,Vince Di Meglio,"Comedy, Short"
Elegiya,1985,9.1,Aleksandr Sokurov,"Documentary, Short"
Elektra (1962/I),1962,7.0,Michael Cacoyannis,Drama
Element of Doubt,1996,6.2,Christopher Morahan,"Crime, Thriller"
Eleni,1985,6.2,Peter (I) Yates,"Drama, War"
Elenya,1992,5.7,Steve (I) Gough,Drama
Elephant,2003,7.4,Gus Van Sant,Drama
Elephant Boy,1937,6.7,Robert J. Flaherty,Drama
Elephant Boy,1937,6.7,Zoltan Korda,Drama
"Elephant Called Slowly, An",1969,4.2,James (I) Hill,"Action, Adventure, Comedy, Family"
"Elephant Man, The",1980,8.1,David (I) Lynch,Drama
"Elephant Never Forgets, An",1935,5.2,Dave Fleischer,"Animation, Comedy, Musical, Short"
Elephant Song,1994,6.5,Gô Rijû,Drama
Elephant Stampede,1951,5.2,Ford Beebe,Adventure
Elephant Walk,1954,5.6,William Dieterle,"Adventure, Drama"
Eles No Usam Black-Tie,1981,9.0,Leon Hirszman,Drama
Elevated,1997,6.4,Vincenzo Natali,"Horror, Mystery, Short, Thriller"
Elevator,2003,6.6,Peter John Ross,"Comedy, Short"
Elevator World,1999,4.3,Mitchell (II) Rose,"Animation, Comedy, Short"
"Elevator, The",1996,3.7,Arthur Borman,Drama
"Elevator, The",1996,3.7,Nigel Dick,Drama
"Elevator, The",1996,3.7,Rafal Zielinski,Drama
Eleventh Hour,1942,7.0,Dan (I) Gordon,"Animation, Short"
Elf,2003,7.2,Jon Favreau,"Comedy, Family, Fantasy"
"Elf Who Didn't Believe, The",1997,2.7,Rodney McDonald,Family
Elgia,1965,8.9,Zoltán Huszárik,Short
Elgie de la traverse,2001,6.4,Aleksandr Sokurov,Documentary
Eli's Lesson,1992,5.3,Peter D. Marshall,"Family, Fantasy"
Elia Kazan: A Director's Journey,1995,6.8,Richard Schickel,Documentary
"Eliana, Eliana",2002,6.9,Riri Riza,Drama
Elimination Dance,1998,8.4,Bruce (I) McDonald,Short
Eliminators,1986,3.3,Carlos Aured,"Action, Adventure, Sci-Fi"
Eliminators,1986,3.3,Peter Manoogian,"Action, Adventure, Sci-Fi"
Elina - Som om jag inte fanns,2002,7.3,Klaus Härö,"Drama, Family"
Elisa antes del fin del mundo,1997,6.8,Juan Antonio de la Riva,Drama
"Elisa, vida ma",1977,7.3,Carlos Saura,Drama
Elisabeth Kbler-Ross - Dem Tod ins Gesicht sehen,2003,7.6,Stefan Haupt,Documentary
Elise,1985,4.0,Claus Ploug,Drama
Eliska m rda divocinu,1999,5.2,Otakáro Schmidt,Comedy
Elite,2000,3.8,Terry Cunningham,"Action, Crime"
Elixir d'Anvers,1996,5.6,Boris Paval Conen,Drama
Elixir d'Anvers,1996,5.6,Filip van Neyghem,Drama
Elixir d'Anvers,1996,5.6,Nathalie Deklerck,Drama
Elixir d'Anvers,1996,5.6,Robbe De Hert,Drama
Elixir d'Anvers,1996,5.6,Tom Van overberghe,Drama
Elixir d'Anvers,1996,5.6,Wim Symoens,Drama
Elixir d'Anvers,1996,5.6,Wolke Kluppell,Drama
Eliza Fraser,1976,5.1,Tim Burstall,"Adventure, Drama"
Eliza's Horoscope,1975,6.5,Gordon Sheppard,Drama
Elizabeth,1998,7.6,Shekhar Kapur,Drama
Elizabeth of Ladymead,1948,6.1,Herbert Wilcox,Drama
Ella Cinders,1926,7.1,Alfred E. Green,Comedy
Ella Enchanted,2004,6.5,Tommy O'Haver,"Adventure, Comedy, Fantasy, Romance"
"Elle cause plus, elle flingue",1972,5.5,Michel Audiard,Comedy
"Elle court, elle court la banlieue",1973,5.2,Gérard Pirès,Comedy
Elle est des ntres,2003,6.3,Siegrid Alnoy,Drama
Elle voit des nains partout!,1982,5.3,Jean-Claude Sussfeld,Comedy
Elle voulait faire quelque chose,1994,1.0,Dodine Herry,Short
Ellery Queen and the Perfect Crime,1941,5.4,James P. (I) Hogan,Mystery
Ellery Queen's Penthouse Mystery,1941,4.8,James P. (I) Hogan,Mystery
"Ellery Queen, Master Detective",1940,4.8,Kurt (I) Neumann,Mystery
Elles,1997,7.3,Luís Galvão Teles,"Drama, Romance"
Elles n'oublient jamais,1994,5.3,Christopher (I) Frank,Thriller
Elles ne pensent qu' a...,1994,5.8,Charlotte Dubreuil,Comedy
Ellie Parker,2001,8.5,Scott (I) Coffey,"Comedy, Short"
Elling,2001,7.6,Petter Næss,"Comedy, Drama"
Ellinors brllop,1996,5.7,Henry (I) Meyer,Romance
Elliot Flies,2003,5.1,Chad Hartigan,"Drama, Short"
Ellis Island,1936,6.8,Phil Rosen,Drama
Ellis in Glamourland,2004,6.0,Pieter Kramer,Comedy
Elly Petersen,1944,6.2,Alice O'Fredericks,Drama
Elly Petersen,1944,6.2,Jon Iversen,Drama
"Elm Chanted Forest, The",1986,7.6,Doro Vlado Hreljanovic,"Animation, Family"
"Elm Chanted Forest, The",1986,7.6,Milan Blazekovic,"Animation, Family"
Elmer Elephant,1936,6.4,Wilfred Jackson,"Animation, Comedy, Family, Short"
Elmer Gantry,1960,7.8,Richard (I) Brooks,Drama
Elmer's Candid Camera,1940,6.2,Chuck (I) Jones,"Animation, Comedy, Family, Short"
Elmer's Pet Rabbit,1941,6.0,Chuck (I) Jones,"Animation, Comedy, Family, Short"
"Elmer, the Great",1933,6.4,Mervyn LeRoy,Comedy
Elmn idit,2001,8.0,Anastasia Lapsui,Documentary
Elmn idit,2001,8.0,Markku Lehmuskallio,Documentary
Elna et les hommes,1956,6.2,Jean Renoir,"Comedy, Drama"
Elodie,1996,8.1,Xanda Monteiro,"Drama, Short"
Elokuu,1956,8.7,Matti Kassila,Drama
Elopement,1951,5.8,Henry Koster,Comedy
